probe,gene
1552499_PM_a_at,ZSCAN20
1552501_PM_a_at,GPBAR1
1552502_PM_s_at,RHBDL2
1552503_PM_at,FRAS1
1552504_PM_a_at,BRSK1
1552506_PM_at,CRB2
1552507_PM_at,KCNE4
1552508_PM_at,KCNE4
1552509_PM_a_at,CD300LG
1552510_PM_at,SLC34A3
1552511_PM_a_at,CPA6
1552514_PM_at,WBP2NL
1552515_PM_at,HIPK1
1552516_PM_a_at,HIPK1
1552518_PM_s_at,MTBP
1552519_PM_at,ACVR1C
1552520_PM_at,TMEM74
1552521_PM_a_at,TMEM74
1552522_PM_at,TIGD4
1552523_PM_a_at,TIGD4
1552524_PM_at,ART5
1552526_PM_at,FAM71C
1552528_PM_at,LINC01547
1552531_PM_a_at,NLRP11
1552532_PM_a_at,ATP6V1C2
1552535_PM_at,CLDN19
1552536_PM_at,VTI1A
1552538_PM_a_at,KIF6
1552540_PM_s_at,IQCD
1552541_PM_at,TAGAP
1552542_PM_s_at,TAGAP
1552543_PM_a_at,STON2
1552544_PM_at,SERPINA12
1552546_PM_a_at,LETM2
1552548_PM_at,BSND
1552549_PM_a_at,BSND
1552552_PM_s_at,CLEC4C
1552553_PM_a_at,NLRC4
1552554_PM_a_at,NLRC4
1552555_PM_at,PRSS36
1552557_PM_a_at,ZDHHC15
1552558_PM_a_at,RAI1
1552559_PM_a_at,CDK15
1552562_PM_at,ZNF570
1552564_PM_at,NUDT9P1
1552566_PM_at,BTBD16
1552568_PM_at,RTP3
1552569_PM_a_at,RTP3
1552570_PM_at,TSPEAR
1552572_PM_a_at,MIPOL1
1552573_PM_s_at,MIPOL1
1552575_PM_a_at,C6orf141
1552576_PM_at,ALMS1P1
1552578_PM_a_at,MYO3B
1552579_PM_a_at,ADAM21
1552580_PM_at,TRIML2
1552582_PM_at,ABCC13
1552583_PM_s_at,ABCC13
1552584_PM_at,IL12RB1
1552585_PM_s_at,GTF2A1L
1552586_PM_at,TRPV3
1552587_PM_at,CNBD1
1552588_PM_a_at,CNBD1
1552590_PM_a_at,ABCC12
1552592_PM_at,MMP21
1552594_PM_at,TMEM190
1552596_PM_at,GAS2L2
1552598_PM_at,KCNG4
1552599_PM_at,PXT1
1552602_PM_at,CACNG5
1552604_PM_at,LINC00308
1552605_PM_s_at,LINC00308
1552607_PM_at,FAM223A
1552608_PM_at,WFDC11
1552610_PM_a_at,JAK1
1552611_PM_a_at,JAK1
1552612_PM_at,CDC42SE2
1552613_PM_s_at,CDC42SE2
1552615_PM_at,ACACB
1552616_PM_a_at,ACACB
1552617_PM_a_at,COP1
1552618_PM_at,STX6
1552619_PM_a_at,ANLN
1552620_PM_at,SPRR4
1552621_PM_at,POLR2J2
1552623_PM_at,HSH2D
1552625_PM_a_at,TRNT1
1552626_PM_a_at,TMEM163
1552627_PM_a_at,ARHGAP5
1552628_PM_a_at,HERPUD2
1552629_PM_a_at,JMJD6
1552630_PM_a_at,SRCAP
1552631_PM_a_at,MAP3K6
1552632_PM_a_at,ARSG
1552633_PM_at,ZNF101
1552634_PM_a_at,ZNF101
1552637_PM_at,PTPN11
1552639_PM_at,KLHDC7B
1552643_PM_at,ZNF626
1552644_PM_a_at,PHC3
1552646_PM_at,IL11RA
1552648_PM_a_at,TNFRSF10A
1552649_PM_a_at,RFFL
1552651_PM_a_at,RFFL
1552652_PM_at,HPS4
1552656_PM_s_at,UHMK1
1552657_PM_a_at,TXNDC2
1552658_PM_a_at,NAV3
1552660_PM_a_at,C5orf22
1552661_PM_at,PCDHGB7
1552662_PM_a_at,PCDHGB7
1552663_PM_a_at,ERC1
1552664_PM_at,FLCN
1552665_PM_at,JMJD1C-AS1
1552666_PM_a_at,LRRC7
1552667_PM_a_at,SH2D3C
1552669_PM_at,PPP1R3B
1552670_PM_a_at,PPP1R3B
1552671_PM_a_at,SLC9A7
1552672_PM_a_at,IGSF3
1552673_PM_at,RFX6
1552674_PM_at,DIRC1
1552675_PM_at,DNAJB7
1552676_PM_at,UCN3
1552677_PM_a_at,DIP2A
1552678_PM_a_at,USP28
1552680_PM_a_at,KNL1
1552682_PM_a_at,KNL1
1552684_PM_a_at,SENP8
1552685_PM_a_at,GRHL1
1552686_PM_at,CNBD2
1552687_PM_a_at,CNBD2
1552689_PM_at,CASKIN1
1552690_PM_a_at,CACNA2D4
1552691_PM_at,ARL11
1552693_PM_at,ARL11
1552694_PM_at,SLC2A13
1552695_PM_a_at,SLC2A13
1552696_PM_at,NIPA1
1552698_PM_at,TUBA3FP
1552701_PM_a_at,CARD16
1552705_PM_at,DUSP19
1552708_PM_a_at,DUSP19
1552711_PM_a_at,CYB5D1
1552712_PM_a_at,NMNAT2
1552713_PM_a_at,SLC4A1
1552714_PM_at,CREG2
1552715_PM_a_at,RXFP1
1552716_PM_at,SPEF2
1552718_PM_at,DTD1
1552719_PM_at,CASC4
1552721_PM_a_at,FGF1
1552722_PM_at,ARPP21
1552724_PM_at,RHOXF1
1552725_PM_s_at,ADAMTS17
1552726_PM_at,ADAMTS17
1552727_PM_s_at,ADAMTS17
1552729_PM_at,SNHG7
1552730_PM_at,DHH
1552731_PM_at,ABRA
1552732_PM_at,ABRA
1552733_PM_at,KLHDC1
1552734_PM_at,RICTOR
1552735_PM_at,PCDHGA4
1552736_PM_a_at,NETO1
1552737_PM_s_at,WWP2
1552738_PM_a_at,ST7L
1552739_PM_s_at,ST7L
1552740_PM_at,C2orf15
1552742_PM_at,KCNH8
1552743_PM_at,MCF2L
1552745_PM_at,SLCO6A1
1552747_PM_a_at,PP2D1
1552749_PM_a_at,KLC3
1552750_PM_at,CIB3
1552751_PM_a_at,CIB3
1552752_PM_a_at,CADM2
1552754_PM_a_at,CADM2
1552755_PM_at,DOCK8-AS1
1552757_PM_s_at,DOCK8-AS1
1552758_PM_at,HDAC9
1552760_PM_at,HDAC9
1552761_PM_at,SLC16A11
1552763_PM_at,TMEM67
1552765_PM_x_at,TMEM67
1552766_PM_at,HS6ST2
1552767_PM_a_at,HS6ST2
1552768_PM_at,CAMKK1
1552769_PM_at,ZNF625
1552770_PM_s_at,ZNF563
1552771_PM_a_at,LIN9
1552772_PM_at,CLEC4D
1552773_PM_at,CLEC4D
1552774_PM_a_at,SLC25A27
1552775_PM_at,GPRC6A
1552777_PM_a_at,RAET1E
1552779_PM_a_at,SLC44A5
1552782_PM_at,SLC44A5
1552783_PM_at,ZNF417
1552785_PM_at,ZNF781
1552787_PM_at,HELB
1552788_PM_a_at,HELB
1552789_PM_at,SEC62
1552790_PM_a_at,SEC62
1552791_PM_a_at,TRDN
1552792_PM_at,SOCS4
1552793_PM_at,C8orf31
1552794_PM_a_at,ZNF547
1552796_PM_a_at,SIM1
1552797_PM_s_at,PROM2
1552798_PM_a_at,TLR4
1552799_PM_at,TSNARE1
1552800_PM_at,ABHD11
1552801_PM_at,CAPN13
1552803_PM_a_at,STMN1
1552804_PM_a_at,TIRAP
1552808_PM_at,ADAMTSL1
1552809_PM_at,RFX4
1552811_PM_at,WFIKKN1
1552812_PM_a_at,SENP1
1552813_PM_at,KLF14
1552814_PM_a_at,KLF14
1552816_PM_at,NXNL2
1552818_PM_a_at,BRS3
1552822_PM_at,TMX3
1552825_PM_at,ZNF396
1552826_PM_at,SLC26A7
1552827_PM_s_at,SLC26A7
1552828_PM_at,SNX18
1552830_PM_at,FBXO39
1552833_PM_at,B3GNT6
1552834_PM_at,B3GNT6
1552835_PM_at,DENND1B
1552836_PM_at,ZNF619
1552837_PM_at,ICK
1552839_PM_at,FAM71D
1552841_PM_s_at,BCL2L14
1552842_PM_at,HS6ST3
1552843_PM_at,SLC26A1
1552845_PM_at,CLDN15
1552846_PM_s_at,RAB42
1552848_PM_a_at,PTCHD1
1552849_PM_at,M1AP
1552851_PM_at,ZSCAN4
1552852_PM_a_at,ZSCAN4
1552853_PM_at,VWA5B1
1552854_PM_a_at,VWA5B1
1552856_PM_at,LINC00311
1552857_PM_a_at,HTR6
1552858_PM_at,MAGEB6
1552860_PM_at,ELOA3
1552862_PM_at,RUSC1-AS1
1552863_PM_a_at,CACNG6
1552865_PM_a_at,LMNTD1
1552868_PM_at,CIRBP-AS1
1552870_PM_s_at,AXDND1
1552872_PM_at,ASMTL-AS1
1552873_PM_s_at,ASMTL-AS1
1552875_PM_a_at,CD200R1
1552876_PM_at,LINC00334
1552877_PM_s_at,LINC00334
1552878_PM_at,ATOH7
1552879_PM_a_at,ATOH7
1552880_PM_at,SEC16B
1552882_PM_a_at,AMER1
1552884_PM_at,NKX6-3
1552885_PM_a_at,NKX6-3
1552887_PM_at,TBATA
1552889_PM_a_at,EXOC3L2
1552890_PM_a_at,CABP4
1552892_PM_at,TNFRSF13C
1552893_PM_at,CAMK2N2
1552895_PM_a_at,ANKRD30BP2
1552897_PM_a_at,KCNG3
1552898_PM_a_at,KCNG3
1552899_PM_at,LINC01312
1552900_PM_a_at,LINC01312
1552902_PM_a_at,FOXP2
1552903_PM_at,B4GALNT2
1552904_PM_at,NETO1
1552906_PM_at,FMR1NB
1552908_PM_at,GCSAML
1552910_PM_at,SIGLEC11
1552911_PM_at,SIGLEC11
1552912_PM_a_at,IL23R
1552913_PM_at,MAGEB18
1552914_PM_a_at,CD276
1552915_PM_at,IFNL2
1552917_PM_at,IFNL1
1552919_PM_at,C4orf36
1552921_PM_a_at,FIGNL1
1552922_PM_at,RIMS1
1552923_PM_a_at,PITPNM2
1552924_PM_a_at,PITPNM2
1552925_PM_at,PCDH10
1552927_PM_at,TAB3
1552928_PM_s_at,TAB3
1552929_PM_at,GRK7
1552930_PM_at,MMEL1
1552931_PM_a_at,PDE8A
1552932_PM_at,NLRP6
1552933_PM_at,AKNAD1
1552935_PM_at,RTL3
1552937_PM_s_at,ATRIP
1552938_PM_at,ZIC5
1552939_PM_at,ANGPT1
1552940_PM_at,TEDDM1
1552942_PM_at,LOC149373
1552943_PM_at,GABRG1
1552944_PM_a_at,PANX2
1552946_PM_at,ZNF114
1552947_PM_x_at,ZNF114
1552948_PM_at,CCDC27
1552950_PM_at,CFAP161
1552952_PM_at,RBMY2FP
1552953_PM_a_at,NEUROD2
1552954_PM_at,C5orf17
1552957_PM_at,DNAH6
1552960_PM_at,LRRC15
1552965_PM_a_at,B3GNT7
1552967_PM_at,CBLL2
1552969_PM_a_at,ZMYM6
1552970_PM_s_at,ZMYM6
1552971_PM_at,SGCZ
1552973_PM_at,WNT9B
1552976_PM_at,DNAJB13
1552977_PM_a_at,CNPY3
1552978_PM_a_at,SCAMP1
1552979_PM_at,LINC00471
1552980_PM_at,HAS3
1552982_PM_a_at,FGF4
1552985_PM_at,SLC30A8
1552986_PM_at,LOC142937
1552987_PM_a_at,LOC439933
1552988_PM_at,C11orf65
1552990_PM_at,FAM71E2
1552991_PM_at,OR5P2
1552993_PM_at,DYDC1
1552995_PM_at,IL27
1552997_PM_a_at,IQCF1
1552998_PM_at,DEFB125
1552999_PM_a_at,WFDC10B
1553003_PM_at,PKHD1
1553004_PM_at,PKD1L1
1553006_PM_at,ADGRG4
1553007_PM_a_at,TENM1
1553009_PM_s_at,REXO1L1P
1553011_PM_at,TAF1L
1553013_PM_at,CNTNAP5
1553015_PM_a_at,RECQL4
1553016_PM_at,ADGRF3
1553019_PM_at,TMC2
1553020_PM_at,SMCR5
1553021_PM_s_at,BICD2
1553022_PM_at,ZIM3
1553023_PM_a_at,NOX5
1553024_PM_at,DAOA-AS1
1553025_PM_at,ADGRG6
1553027_PM_a_at,KLHL4
1553028_PM_at,GPR156
1553030_PM_a_at,SUOX
1553031_PM_at,ADGRF4
1553032_PM_at,IL31RA
1553033_PM_at,SYTL5
1553034_PM_at,SDCCAG8
1553036_PM_at,ADGRF2
1553037_PM_a_at,SYN2
1553039_PM_a_at,ASB10
1553041_PM_at,HTR3C
1553042_PM_a_at,NFKBID
1553043_PM_a_at,CD300LF
1553044_PM_at,GJA10
1553045_PM_at,WNT9A
1553046_PM_s_at,GAL3ST2
1553047_PM_at,PIP4K2B
1553048_PM_a_at,PIP4K2B
1553051_PM_s_at,ODF3
1553052_PM_at,WFDC13
1553053_PM_at,CCDC197
1553055_PM_a_at,SLFN5
1553057_PM_at,SERPINB12
1553058_PM_at,GIPC3
1553059_PM_at,PGLYRP3
1553060_PM_at,PSKH2
1553061_PM_at,OR6W1P
1553062_PM_at,MOGAT1
1553063_PM_at,GPR78
1553064_PM_at,H1FOO
1553066_PM_at,TAAR9
1553067_PM_a_at,GNRHR2
1553069_PM_at,BRWD1-AS2
1553070_PM_a_at,MYOZ3
1553071_PM_a_at,MYOZ3
1553072_PM_at,BNIPL
1553074_PM_at,ASB11
1553075_PM_a_at,OFCC1
1553076_PM_at,OFCC1
1553077_PM_at,SDR9C7
1553078_PM_at,OR5P3
1553079_PM_at,TRIM40
1553080_PM_at,CSN1S2AP
1553081_PM_at,WFDC12
1553082_PM_at,CRYGN
1553084_PM_at,STARD6
1553086_PM_at,C11orf40
1553087_PM_at,C18orf12
1553088_PM_a_at,BCL2L11
1553089_PM_a_at,WFDC2
1553093_PM_a_at,DEFB119
1553094_PM_at,TAC4
1553096_PM_s_at,BCL2L11
1553099_PM_at,TIGD1
1553101_PM_a_at,ALKBH5
1553102_PM_a_at,CCDC69
1553103_PM_at,NFX1
1553105_PM_s_at,DSG2
1553106_PM_at,C5orf24
1553107_PM_s_at,C5orf24
1553108_PM_at,C5orf24
1553111_PM_a_at,KBTBD6
1553112_PM_s_at,CDK8
1553113_PM_s_at,CDK8
1553114_PM_a_at,PTK6
1553115_PM_at,NKD1
1553117_PM_a_at,STK38
1553118_PM_at,THEM4
1553120_PM_at,CLSPN
1553122_PM_s_at,RBAK
1553123_PM_at,WDR62
1553125_PM_x_at,WDR62
1553126_PM_a_at,SLC39A12
1553127_PM_a_at,RNF168
1553129_PM_at,SVEP1
1553130_PM_at,LOC652276
1553131_PM_a_at,GATA4
1553132_PM_a_at,TC2N
1553133_PM_at,C9orf72
1553134_PM_s_at,C9orf72
1553136_PM_at,KCTD18
1553137_PM_s_at,KLF11
1553138_PM_a_at,ANKLE1
1553139_PM_s_at,PLXNA3
1553140_PM_at,PELO
1553141_PM_at,LACC1
1553142_PM_at,LACC1
1553145_PM_at,TAPT1-AS1
1553146_PM_at,TEX55
1553147_PM_at,RANBP3L
1553148_PM_a_at,SNX13
1553150_PM_at,KDM1B
1553151_PM_at,ATP6V0D2
1553153_PM_at,ATP6V0D2
1553155_PM_x_at,ATP6V0D2
1553156_PM_at,LHX4
1553157_PM_at,LHX4
1553158_PM_at,CEP19
1553159_PM_at,DNAH11
1553162_PM_x_at,PROSER3
1553163_PM_at,ADPRHL1
1553165_PM_at,SYNRG
1553166_PM_at,CDH24
1553167_PM_a_at,SEPSECS
1553168_PM_at,GRIK5
1553169_PM_at,LRRN4
1553171_PM_x_at,LRRN4
1553172_PM_at,ZNF777
1553174_PM_at,JPH2
1553175_PM_s_at,PDE5A
1553176_PM_at,SH2D1B
1553177_PM_at,SH2D1B
1553178_PM_a_at,SSTR3
1553179_PM_at,ADAMTS19
1553180_PM_at,ADAMTS19
1553181_PM_at,DDX31
1553183_PM_at,UMODL1
1553185_PM_at,RASEF
1553186_PM_x_at,RASEF
1553188_PM_s_at,PARD3B
1553190_PM_s_at,PARD3B
1553191_PM_at,DST
1553192_PM_at,ZNF441
1553193_PM_at,ZNF441
1553194_PM_at,NEGR1
1553196_PM_a_at,FCRL3
1553197_PM_at,DCAF4L2
1553199_PM_at,DCAF4L2
1553202_PM_at,STOX1
1553204_PM_at,MIR1-1HG-AS1
1553205_PM_at,MIR1-1HG-AS1
1553207_PM_at,ARL10
1553208_PM_s_at,ARL10
1553209_PM_at,RNFT2
1553211_PM_at,ANKFN1
1553212_PM_at,KRT78
1553213_PM_a_at,KRT78
1553216_PM_at,ZNF41
1553217_PM_s_at,ZNF41
1553218_PM_a_at,ZNF512
1553219_PM_a_at,AMMECR1
1553220_PM_at,FAM117B
1553221_PM_at,ZNF583
1553222_PM_at,OXER1
1553224_PM_at,LUZP1
1553225_PM_s_at,ZNF75D
1553226_PM_at,LINC00052
1553227_PM_s_at,BRWD1
1553228_PM_at,CCDC89
1553229_PM_at,ZNF572
1553232_PM_at,RMDN2
1553234_PM_at,ADAMTS18
1553235_PM_at,PCDHAC1
1553237_PM_x_at,PCDHAC1
1553238_PM_a_at,HIPK4
1553239_PM_at,FAM124A
1553241_PM_at,NKAIN3
1553243_PM_at,ITIH5
1553244_PM_at,FANCB
1553246_PM_a_at,POMK
1553247_PM_a_at,ZNF709
1553248_PM_at,CCDC57
1553249_PM_at,SMC1B
1553252_PM_a_at,BRWD3
1553253_PM_at,ASB16
1553254_PM_at,MAGEE2
1553255_PM_at,ERVV-1
1553257_PM_at,GAL3ST3
1553258_PM_at,FLJ30679
1553260_PM_s_at,C2CD6
1553261_PM_x_at,C2CD6
1553262_PM_a_at,UTS2R
1553263_PM_at,USH1G
1553264_PM_a_at,SYN1
1553265_PM_at,SLC23A3
1553266_PM_at,CNOT6L
1553267_PM_a_at,CNOT6L
1553268_PM_at,RHBDL3
1553269_PM_at,ZNF718
1553271_PM_at,DIP2B
1553272_PM_at,SLC36A1
1553274_PM_a_at,SNRNP48
1553276_PM_at,ZNF560
1553277_PM_at,RTTN
1553279_PM_at,BTNL9
1553280_PM_at,PUS10
1553281_PM_at,PLCXD2
1553282_PM_at,UMODL1-AS1
1553284_PM_s_at,LMLN
1553285_PM_s_at,RAD9B
1553286_PM_at,ZNF555
1553288_PM_a_at,NYAP1
1553292_PM_s_at,RSKR
1553293_PM_at,MRGPRX3
1553295_PM_at,ABCA13
1553296_PM_at,ADGRG7
1553297_PM_a_at,CSF3R
1553298_PM_at,C17orf77
1553299_PM_at,DUSP5P1
1553300_PM_a_at,DGKH
1553301_PM_a_at,TMEM182
1553303_PM_at,C16orf46
1553304_PM_at,LSM14B
1553306_PM_at,CASP8
1553310_PM_at,PLB1
1553311_PM_at,C20orf197
1553313_PM_s_at,SLC5A3
1553314_PM_a_at,KIF19
1553315_PM_at,SLFNL1
1553316_PM_at,GPR82
1553317_PM_s_at,GPR82
1553318_PM_at,RIBC1
1553319_PM_at,OXGR1
1553320_PM_s_at,CDC14C
1553321_PM_a_at,SULT1C4
1553322_PM_s_at,TEAD1
1553323_PM_a_at,CATSPER2
1553325_PM_at,POU5F2
1553326_PM_at,RXFP2
1553327_PM_a_at,BEND7
1553328_PM_a_at,SLC18A2
1553329_PM_at,SSMEM1
1553330_PM_at,SSMEM1
1553333_PM_at,MAB21L3
1553335_PM_x_at,LOC285696
1553336_PM_a_at,MIER3
1553338_PM_at,SDE2
1553341_PM_at,UROC1
1553344_PM_at,PCDH15
1553346_PM_a_at,TNRC6A
1553347_PM_s_at,KCNA6
1553348_PM_a_at,NFX1
1553349_PM_at,ARID2
1553350_PM_at,AMER3
1553351_PM_at,OTUD7A
1553352_PM_x_at,ERVW-1
1553354_PM_a_at,FLJ31958
1553357_PM_at,FGF13
1553359_PM_at,FBXL18
1553361_PM_x_at,FBXL18
1553362_PM_at,DNAH6
1553363_PM_at,LINC01600
1553364_PM_at,PNPLA1
1553365_PM_at,DEPDC4
1553367_PM_a_at,COX6B2
1553369_PM_at,NIBAN3
1553371_PM_at,EPHA10
1553372_PM_at,FLJ23865
1553373_PM_at,WDR64
1553374_PM_at,PRO2949
1553375_PM_at,BTBD9
1553376_PM_a_at,AXDND1
1553378_PM_a_at,HEATR9
1553380_PM_at,PARP15
1553383_PM_at,ARHGAP42
1553385_PM_at,LINC01101
1553386_PM_at,MFSD2A
1553387_PM_at,ATM
1553388_PM_at,CALHM4
1553389_PM_at,NPHP3
1553390_PM_at,ATG9B
1553391_PM_at,CXorf58
1553392_PM_at,EFCAB3
1553394_PM_a_at,TFAP2B
1553395_PM_a_at,CD200R1
1553396_PM_a_at,CCDC13
1553397_PM_at,CCDC13
1553399_PM_a_at,LINC02210
1553400_PM_a_at,LINC02210
1553401_PM_at,MRGPRX1
1553402_PM_a_at,HFE
1553403_PM_at,RLN3
1553405_PM_a_at,CSMD1
1553407_PM_at,MACF1
1553409_PM_at,ADAMTS20
1553410_PM_a_at,ABCC12
1553411_PM_s_at,SALL3
1553412_PM_at,AGBL4
1553413_PM_at,LCAL1
1553415_PM_at,SLC17A8
1553417_PM_at,C11orf44
1553418_PM_a_at,CNTNAP5
1553420_PM_at,SATB2-AS1
1553422_PM_s_at,RBFOX1
1553423_PM_a_at,SLFN13
1553424_PM_at,C12orf40
1553425_PM_at,CFAP57
1553426_PM_at,C5orf64
1553427_PM_at,ADAMTS15
1553428_PM_at,LY86-AS1
1553429_PM_at,FLJ31713
1553430_PM_a_at,EDARADD
1553433_PM_at,CCDC171
1553434_PM_at,CYP4Z2P
1553435_PM_at,C18orf15
1553436_PM_at,MUC19
1553437_PM_at,KLHDC7A
1553440_PM_at,AQP4-AS1
1553441_PM_at,CNTNAP4
1553442_PM_a_at,CNTNAP4
1553443_PM_at,FER1L6-AS1
1553444_PM_a_at,C1orf127
1553447_PM_at,AGBL1
1553448_PM_at,FLJ34503
1553449_PM_at,LINC00304
1553450_PM_s_at,LINC00304
1553451_PM_at,TERB1
1553452_PM_at,MYO1H
1553453_PM_at,ASB14
1553454_PM_at,RPTN
1553458_PM_at,VSTM4
1553459_PM_at,CCDC150
1553460_PM_at,STPG4
1553461_PM_at,FAM9B
1553464_PM_at,FLJ40288
1553465_PM_a_at,CES5A
1553466_PM_at,CFAP47
1553467_PM_at,FLJ32742
1553468_PM_at,HYDIN2
1553470_PM_at,DNAH17
1553471_PM_at,SLC35G3
1553472_PM_at,LOC150596
1553474_PM_at,POTED
1553475_PM_at,PRO1483
1553478_PM_at,KIRREL3-AS3
1553479_PM_at,TMEM145
1553482_PM_at,C15orf32
1553483_PM_at,TSGA10IP
1553484_PM_at,LINC00477
1553485_PM_at,CCDC140
1553486_PM_a_at,C17orf78
1553488_PM_at,TEKT5
1553489_PM_a_at,TEKT5
1553491_PM_at,KSR2
1553492_PM_a_at,PAX1
1553493_PM_a_at,TDH
1553494_PM_at,TDH
1553497_PM_at,LINC00615
1553499_PM_s_at,SERPINA9
1553500_PM_at,FBXL21P
1553504_PM_at,MRGPRX4
1553505_PM_at,A2ML1
1553506_PM_at,CPO
1553507_PM_a_at,GPR6
1553508_PM_at,MDS2
1553510_PM_s_at,CNOT9
1553511_PM_at,GJD3
1553512_PM_at,HOXC12
1553513_PM_at,VNN3
1553514_PM_a_at,VNN3
